logFC	AveExpr	t	P.Value	adj.P.Val	B	HGNC_symbol
ENSG00000233493	-1.68708	2.82388888888889	-7.26233255273579	1.16709036195068e-10	1.72734747737674e-09	13.9046667524582	TMEM238
ENSG00000076826	-1.07860666666667	3.50947888888889	-6.80450663309797	9.89771024600053e-10	1.15473286203339e-08	11.8135268358864	CAMSAP3
ENSG00000160972	-1.11997333333334	5.26449111111111	-6.2525569665655	1.23074171155056e-08	1.10651999567611e-07	9.35355470105174	PPP1R16A
ENSG00000267795	-1.07698444444446	7.94897888888889	-5.58671161085286	2.3128858522284e-07	1.50080766016907e-06	6.50120381076947	SMIM22
ENSG00000140107	-2.62617111111109	-5.00807888888889	-5.45863834429432	4.00021830593711e-07	2.45213636458986e-06	5.97015361518075	SLC25A47
ENSG00000115255	-1.0775	3.59064555555556	-5.19799669490959	1.19822608757957e-06	6.53131432983946e-06	4.90875364090771	REEP6
ENSG00000177685	-1.40057777777778	5.16846888888889	-4.99264323492209	2.80240942322121e-06	1.39003255470219e-05	4.08928725047586	CRACR2B
ENSG00000160957	-1.01653777777778	2.83911555555556	-4.97401820790824	3.01194226549951e-06	1.48252441526692e-05	4.01933695311747	RECQL4
ENSG00000225556	-1.26047555555555	-1.57743111111111	-4.75743133793274	7.19926502373429e-06	3.21860485367263e-05	3.18081779138419	C2CD4D
ENSG00000188747	-1.24184666666667	2.80708111111111	-4.73968195051823	7.72620115162649e-06	3.42922414750557e-05	3.11297235329834	NOXA1
ENSG00000213638	-1.28960888888889	1.39212222222222	-4.70500227818446	8.862400011722e-06	3.87906001420923e-05	2.98119258756053	ADAT3
ENSG00000131188	-1.37632444444445	1.48279333333333	-4.64373074048394	1.12810881854254e-05	4.80467724505143e-05	2.74961327408196	PRR7
ENSG00000158106	-1.12813777777778	3.27002888888889	-4.64169171880342	1.13731719871484e-05	4.83855331507073e-05	2.74183309554886	RHPN1
ENSG00000131187	-1.22479333333334	2.91639444444444	-4.51208341835779	1.88368607729309e-05	7.56179975033246e-05	2.25835292667961	F12
ENSG00000243449	-1.72074666666667	4.11861555555555	-4.17017517164431	6.92429656854035e-05	0.000240647070326727	1.01774416365676	C4orf48
ENSG00000103269	-1.07085777777778	1.22764666666667	-4.15453054142884	7.2603751872912e-05	0.000250655810037434	0.970971525892522	RHBDL1
ENSG00000204991	-1.06687555555556	3.21263111111111	-4.14457890222204	7.53183469859151e-05	0.000259053740257423	0.936087618194372	SPIRE2
ENSG00000130751	-1.04805777777778	0.2647	-4.05748769105678	0.000103529547388033	0.000343584120010018	0.633928359951464	NPAS1
ENSG00000177300	-2.89027777777777	-7.30708333333333	-4.0408486950088	0.000109977015787494	0.000362610146941668	0.57663014739355	CLDN22
ENSG00000182327	-1.74302666666666	-2.17392222222222	-4.04045121244131	0.000110126532116066	0.000363041055018519	0.575327445436639	GLTPD2
ENSG00000186919	-1.93629111111111	2.31300777777778	-3.98475684424364	0.000135554293778207	0.000437005107909183	0.379653557826725	ZACN
ENSG00000144485	-1.0643288888889	2.78704222222222	-3.91919409741009	0.000170167791135396	0.00053439519810136	0.163191132262671	HES6
ENSG00000260428	-1.40043333333333	0.92083	-3.9127122662322	0.000174131867137666	0.00054523998339826	0.141414093284759	SCX
ENSG00000184709	-3.17115999999999	-3.96546444444445	-3.89006956836016	0.000188701601159479	0.000586385816687166	0.065470229140181	LRRC26
ENSG00000173557	-1.09605333333333	1.40998666666667	-3.8629018532111	0.000207663200710215	0.000639175545591132	-0.0250207777373399	CIMIP2C
ENSG00000182600	-1.08801111111111	0.551203333333333	-3.82457056083462	0.000237588127290715	0.000719630443662862	-0.152096592169555	SNORC
ENSG00000141933	-1.33895777777778	2.46035222222222	-3.708937304571	0.000355209919471509	0.00103026369333855	-0.530708269846287	TPGS1
ENSG00000161610	-2.62460666666666	-5.26898333333334	-3.49297933527491	0.000734633109491934	0.00197620302923029	-1.21215131233224	HCRT
ENSG00000145192	-1.89699777777777	-3.56382555555555	-3.48235601332154	0.000760818993811737	0.00203896529956356	-1.24487753270255	AHSG
ENSG00000183260	-3.25709999999999	-6.38021888888889	-3.33139630099925	0.00124519632557608	0.0031638486348794	-1.70332415200337	ABHD16B
ENSG00000131050	-2.64149555555554	-6.38948555555555	-3.28977273835153	0.00141971164206462	0.00355835625235257	-1.82545724973009	BPIFA2
ENSG00000115507	-1.03470222222222	-0.803655555555555	-3.27861581207648	0.0014706631842327	0.00367094738647782	-1.85818805220674	OTX1
ENSG00000168350	-1.01286888888889	3.49153666666667	-3.24083222705754	0.00165827727351658	0.00409211480739185	-1.96922403392213	DEGS2
ENSG00000261793	-2.60441777777776	-6.02132666666667	-3.23837903536791	0.00167015427217733	0.00411878838093858	-1.97597478679254	
ENSG00000176919	-1.15280666666667	0.421645555555555	-3.20038407453663	0.00188097547720353	0.00457608326956857	-2.08594634779381	C8G
ENSG00000203896	-1.20194	3.93226111111111	-3.19588106517531	0.00191303256420529	0.0046452824226516	-2.10082890652756	LIME1
ENSG00000123999	-1.09109111111111	0.00394777777777777	-3.1864131684956	0.00196466149887118	0.00475866578821034	-2.12615885646832	INHA
ENSG00000131126	-1.82565333333332	-8.08888444444444	-3.15448192840743	0.0021691428356176	0.00519586630044534	-2.21753719817358	TEX101
ENSG00000160973	-1.27243333333333	-1.33420777777778	-3.12745859054464	0.00235750865052612	0.00558944606901846	-2.29429214672513	FOXH1
ENSG00000130711	-1.38400666666666	-4.89098555555556	-3.11927480154951	0.0024174893349544	0.00571970087407627	-2.31743166493249	PRDM12
ENSG00000273514	-1.92024444444444	-7.03625111111111	-3.11194074554794	0.00247244511081875	0.00583683485887374	-2.33812695891655	FOXD4L6
ENSG00000188800	-1.89938666666665	-7.86325777777777	-3.06102340045892	0.00288719278135904	0.00669546810828633	-2.48071645820909	TMCO2
ENSG00000183607	-2.91796444444443	-4.51388222222222	-3.04608358470877	0.0030224930820363	0.00697843062615171	-2.52258957248611	GKN2
ENSG00000261949	-1.65259999999999	-8.1886711111111	-3.04275318150003	0.00305112584840117	0.00703755076981419	-2.53141392910464	GFY
ENSG00000257987	-2.32679111111111	-6.20865777777778	-3.0255969205028	0.00321303665707671	0.00736957801281212	-2.57882619674711	SPMIP11
ENSG00000105261	-1.96853333333332	-6.32960444444444	-3.02304466765848	0.00323769580975271	0.0074208418934016	-2.58584174995874	OVOL3
ENSG00000173080	-1.45422888888889	-2.13822111111111	-2.99177051851753	0.00355530028049875	0.00806824734165903	-2.67157049026726	RXFP4
ENSG00000131650	-1.34348	-2.18823333333333	-2.98361330519957	0.00364277756613771	0.00824638635555415	-2.6938151131985	KREMEN2
ENSG00000107159	-1.73132444444445	4.76903555555556	-2.97609440905569	0.00374774416840557	0.0084621527090155	-2.71806718526979	CA9
ENSG00000203618	-2.81383333333333	-2.08698111111111	-2.94635541856363	0.0040765651700533	0.00909282434703654	-2.79605921111289	GP1BB
